order_item_id,order_id,dish_id,dish_name,quantity,unit_price,subtotal,cost
OI001228_810,O001228,D0012,拍黄瓜,3,13.71,41.13,15.51
OI001228_811,O001228,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001228_812,O001228,D0014,蒜泥白肉,2,29.6,59.2,25.76
OI001229_813,O001229,D0016,面条,3,26.32,78.96,20.25
OI001229_814,O001229,D0021,葱油饼,2,67.6,135.2,48.38
OI001229_815,O001229,D0028,可乐,1,50.33,50.33,22.36
OI001229_816,O001229,D0023,紫菜蛋花汤,3,36.96,110.88,49.83
OI001229_817,O001229,D0026,鸡汤,2,71.37,142.74,47.74
OI001229_818,O001229,D0036,布丁,3,23.91,71.73,23.31
OI001230_819,O001230,D0013,凉拌木耳,2,66.33,132.66,37.5
OI001231_820,O001231,D0030,橙汁,3,68.07,204.21,82.44
OI001231_821,O001231,D0008,小炒黄牛肉,1,86.82,86.82,36.56
OI001231_822,O001231,D0006,水煮鱼,3,31.45,94.35,35.46
OI001231_823,O001231,D0036,布丁,2,23.91,47.82,15.54
OI001231_824,O001231,D0035,蛋糕,2,31.88,63.76,24.08
OI001232_825,O001232,D0019,饺子,1,47.94,47.94,20.47
OI001233_826,O001233,D0012,拍黄瓜,1,13.71,13.71,5.17
OI001233_827,O001233,D0034,冰淇淋,3,48.61,145.83,39.57
OI001234_828,O001234,D0011,夫妻肺片,3,29.36,88.08,38.52
OI001234_829,O001234,D0018,包子,1,78.11,78.11,24.44
OI001234_830,O001234,D0016,面条,2,26.32,52.64,13.5
OI001234_831,O001234,D0036,布丁,3,23.91,71.73,23.31
OI001234_832,O001234,D0035,蛋糕,3,31.88,95.64,36.12
OI001234_833,O001234,D0026,鸡汤,2,71.37,142.74,47.74
OI001235_834,O001235,D0029,雪碧,3,62.42,187.26,51.12
OI001235_835,O001235,D0021,葱油饼,2,67.6,135.2,48.38
OI001235_836,O001235,D0020,馒头,3,44.71,134.13,40.65
OI001235_837,O001235,D0017,炒饭,3,40.09,120.27,31.65
OI001236_838,O001236,D0038,双皮奶,2,81.48,162.96,60.26
OI001236_839,O001236,D0013,凉拌木耳,2,66.33,132.66,37.5
OI001236_840,O001236,D0039,红豆沙,2,9.56,19.12,8.34
OI001237_841,O001237,D0037,西米露,3,51.15,153.45,62.25
OI001237_842,O001237,D0032,咖啡,2,8.26,16.52,6.52
OI001238_843,O001238,D0008,小炒黄牛肉,3,86.82,260.46,109.68
OI001239_844,O001239,D0012,拍黄瓜,1,13.71,13.71,5.17
OI001239_845,O001239,D0002,鱼香肉丝,1,41.81,41.81,12.78
OI001239_846,O001239,D0006,水煮鱼,3,31.45,94.35,35.46
OI001239_847,O001239,D0030,橙汁,3,68.07,204.21,82.44
OI001239_848,O001239,D0034,冰淇淋,1,48.61,48.61,13.19
OI001240_849,O001240,D0010,口水鸡,3,21.01,63.03,20.25
OI001240_850,O001240,D0014,蒜泥白肉,1,29.6,29.6,12.88
OI001240_851,O001240,D0029,雪碧,1,62.42,62.42,17.04
OI001240_852,O001240,D0009,凉拌黄瓜,3,30.24,90.72,34.2
OI001240_853,O001240,D0016,面条,1,26.32,26.32,6.75
OI001240_854,O001240,D0036,布丁,2,23.91,47.82,15.54
OI001241_855,O001241,D0020,馒头,2,44.71,89.42,27.1
OI001241_856,O001241,D0034,冰淇淋,1,48.61,48.61,13.19
OI001241_857,O001241,D0005,糖醋排骨,1,17.99,17.99,7.82
OI001242_858,O001242,D0038,双皮奶,1,81.48,81.48,30.13
OI001242_859,O001242,D0018,包子,2,78.11,156.22,48.88
OI001242_860,O001242,D0022,番茄蛋汤,1,54.77,54.77,23.53
OI001242_861,O001242,D0035,蛋糕,3,31.88,95.64,36.12
OI001243_862,O001243,D0021,葱油饼,2,67.6,135.2,48.38
OI001244_863,O001244,D0033,柠檬水,1,29.07,29.07,10.18
OI001244_864,O001244,D0015,米饭,3,52.56,157.68,61.02
OI001244_865,O001244,D0006,水煮鱼,3,31.45,94.35,35.46
OI001244_866,O001244,D0026,鸡汤,1,71.37,71.37,23.87
OI001245_867,O001245,D0007,回锅肉,3,23.38,70.14,18.51
OI001245_868,O001245,D0017,炒饭,2,40.09,80.18,21.1
OI001245_869,O001245,D0022,番茄蛋汤,2,54.77,109.54,47.06
OI001245_870,O001245,D0031,奶茶,2,16.92,33.84,11.4
OI001245_871,O001245,D0018,包子,2,78.11,156.22,48.88
OI001246_872,O001246,D0023,紫菜蛋花汤,2,36.96,73.92,33.22
OI001246_873,O001246,D0014,蒜泥白肉,2,29.6,59.2,25.76
OI001246_874,O001246,D0032,咖啡,3,8.26,24.78,9.78
OI001246_875,O001246,D0013,凉拌木耳,2,66.33,132.66,37.5
OI001246_876,O001246,D0037,西米露,2,51.15,102.3,41.5
OI001247_877,O001247,D0013,凉拌木耳,3,66.33,198.99,56.25
OI001247_878,O001247,D0033,柠檬水,1,29.07,29.07,10.18
OI001247_879,O001247,D0020,馒头,1,44.71,44.71,13.55
OI001248_880,O001248,D0010,口水鸡,2,21.01,42.02,13.5
OI001248_881,O001248,D0035,蛋糕,1,31.88,31.88,12.04
OI001248_882,O001248,D0034,冰淇淋,3,48.61,145.83,39.57
OI001249_883,O001249,D0029,雪碧,2,62.42,124.84,34.08
OI001249_884,O001249,D0037,西米露,1,51.15,51.15,20.75
OI001249_885,O001249,D0003,麻婆豆腐,3,16.18,48.54,15.81
OI001249_886,O001249,D0012,拍黄瓜,3,13.71,41.13,15.51
OI001250_887,O001250,D0018,包子,1,78.11,78.11,24.44
OI001250_888,O001250,D0022,番茄蛋汤,2,54.77,109.54,47.06
OI001250_889,O001250,D0033,柠檬水,1,29.07,29.07,10.18
OI001250_890,O001250,D0005,糖醋排骨,1,17.99,17.99,7.82
OI001250_891,O001250,D0027,豆腐汤,3,38.78,116.34,42.96
OI001250_892,O001250,D0017,炒饭,3,40.09,120.27,31.65
OI001251_893,O001251,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001252_894,O001252,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001253_895,O001253,D0031,奶茶,1,16.92,16.92,5.7
OI001253_896,O001253,D0033,柠檬水,1,29.07,29.07,10.18
OI001254_897,O001254,D0034,冰淇淋,1,48.61,48.61,13.19
OI001254_898,O001254,D0016,面条,3,26.32,78.96,20.25
OI001255_899,O001255,D0013,凉拌木耳,1,66.33,66.33,18.75
OI001255_900,O001255,D0026,鸡汤,2,71.37,142.74,47.74
OI001255_901,O001255,D0039,红豆沙,1,9.56,9.56,4.17
OI001255_902,O001255,D0036,布丁,3,23.91,71.73,23.31
OI001255_903,O001255,D0020,馒头,1,44.71,44.71,13.55
OI001256_904,O001256,D0004,红烧肉,3,56.3,168.9,69.48
OI001257_905,O001257,D0039,红豆沙,3,9.56,28.68,12.51
OI001257_906,O001257,D0029,雪碧,2,62.42,124.84,34.08
OI001257_907,O001257,D0033,柠檬水,2,29.07,58.14,20.36
OI001258_908,O001258,D0033,柠檬水,3,29.07,87.21,30.54
OI001259_909,O001259,D0034,冰淇淋,3,48.61,145.83,39.57
OI001260_910,O001260,D0024,酸辣汤,3,48.76,146.28,39.24
OI001260_911,O001260,D0022,番茄蛋汤,2,54.77,109.54,47.06
OI001261_912,O001261,D0001,宫保鸡丁,2,72.75,145.5,36.56
OI001261_913,O001261,D0026,鸡汤,2,71.37,142.74,47.74
OI001261_914,O001261,D0027,豆腐汤,3,38.78,116.34,42.96
OI001261_915,O001261,D0017,炒饭,2,40.09,80.18,21.1
OI001262_916,O001262,D0013,凉拌木耳,1,66.33,66.33,18.75
OI001263_917,O001263,D0009,凉拌黄瓜,2,30.24,60.48,22.8
OI001264_918,O001264,D0018,包子,2,78.11,156.22,48.88
OI001264_919,O001264,D0030,橙汁,1,68.07,68.07,27.48
OI001264_920,O001264,D0017,炒饭,2,40.09,80.18,21.1
OI001264_921,O001264,D0004,红烧肉,1,56.3,56.3,23.16
OI001264_922,O001264,D0025,排骨汤,1,76.89,76.89,21.57
OI001265_923,O001265,D0011,夫妻肺片,1,29.36,29.36,12.84
OI001265_924,O001265,D0028,可乐,2,50.33,100.66,44.72
OI001265_925,O001265,D0006,水煮鱼,1,31.45,31.45,11.82
OI001266_926,O001266,D0016,面条,1,26.32,26.32,6.75
OI001266_927,O001266,D0026,鸡汤,2,71.37,142.74,47.74
OI001266_928,O001266,D0002,鱼香肉丝,3,41.81,125.43,38.34
OI001267_929,O001267,D0001,宫保鸡丁,3,72.75,218.25,54.84
OI001267_930,O001267,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001268_931,O001268,D0005,糖醋排骨,1,17.99,17.99,7.82
OI001268_932,O001268,D0035,蛋糕,3,31.88,95.64,36.12
OI001268_933,O001268,D0011,夫妻肺片,1,29.36,29.36,12.84
OI001268_934,O001268,D0001,宫保鸡丁,3,72.75,218.25,54.84
OI001268_935,O001268,D0021,葱油饼,1,67.6,67.6,24.19
OI001269_936,O001269,D0008,小炒黄牛肉,2,86.82,173.64,73.12
OI001269_937,O001269,D0027,豆腐汤,3,38.78,116.34,42.96
OI001269_938,O001269,D0038,双皮奶,1,81.48,81.48,30.13
OI001269_939,O001269,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001270_940,O001270,D0038,双皮奶,2,81.48,162.96,60.26
OI001270_941,O001270,D0017,炒饭,2,40.09,80.18,21.1
OI001271_942,O001271,D0038,双皮奶,3,81.48,244.44,90.39
OI001271_943,O001271,D0032,咖啡,3,8.26,24.78,9.78
OI001271_944,O001271,D0018,包子,1,78.11,78.11,24.44
OI001271_945,O001271,D0016,面条,2,26.32,52.64,13.5
OI001271_946,O001271,D0013,凉拌木耳,2,66.33,132.66,37.5
OI001272_947,O001272,D0020,馒头,1,44.71,44.71,13.55
OI001272_948,O001272,D0038,双皮奶,2,81.48,162.96,60.26
OI001272_949,O001272,D0031,奶茶,3,16.92,50.76,17.1
OI001272_950,O001272,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001272_951,O001272,D0006,水煮鱼,3,31.45,94.35,35.46
OI001272_952,O001272,D0027,豆腐汤,1,38.78,38.78,14.32
OI001273_953,O001273,D0001,宫保鸡丁,1,72.75,72.75,18.28
OI001273_954,O001273,D0004,红烧肉,3,56.3,168.9,69.48
OI001273_955,O001273,D0032,咖啡,2,8.26,16.52,6.52
OI001273_956,O001273,D0007,回锅肉,3,23.38,70.14,18.51
OI001273_957,O001273,D0034,冰淇淋,1,48.61,48.61,13.19
OI001273_958,O001273,D0038,双皮奶,3,81.48,244.44,90.39
OI001274_959,O001274,D0012,拍黄瓜,3,13.71,41.13,15.51
OI001274_960,O001274,D0023,紫菜蛋花汤,3,36.96,110.88,49.83
OI001275_961,O001275,D0002,鱼香肉丝,3,41.81,125.43,38.34
OI001275_962,O001275,D0023,紫菜蛋花汤,1,36.96,36.96,16.61
OI001275_963,O001275,D0009,凉拌黄瓜,3,30.24,90.72,34.2
OI001275_964,O001275,D0038,双皮奶,1,81.48,81.48,30.13
OI001275_965,O001275,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001276_966,O001276,D0010,口水鸡,2,21.01,42.02,13.5
OI001276_967,O001276,D0038,双皮奶,3,81.48,244.44,90.39
OI001276_968,O001276,D0008,小炒黄牛肉,3,86.82,260.46,109.68
OI001276_969,O001276,D0028,可乐,1,50.33,50.33,22.36
OI001277_970,O001277,D0039,红豆沙,1,9.56,9.56,4.17
OI001278_971,O001278,D0022,番茄蛋汤,2,54.77,109.54,47.06
OI001278_972,O001278,D0033,柠檬水,1,29.07,29.07,10.18
OI001279_973,O001279,D0032,咖啡,1,8.26,8.26,3.26
OI001279_974,O001279,D0036,布丁,2,23.91,47.82,15.54
OI001279_975,O001279,D0038,双皮奶,2,81.48,162.96,60.26
OI001279_976,O001279,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001279_977,O001279,D0026,鸡汤,2,71.37,142.74,47.74
OI001280_978,O001280,D0027,豆腐汤,3,38.78,116.34,42.96
OI001280_979,O001280,D0037,西米露,2,51.15,102.3,41.5
OI001280_980,O001280,D0029,雪碧,2,62.42,124.84,34.08
OI001280_981,O001280,D0012,拍黄瓜,3,13.71,41.13,15.51
OI001280_982,O001280,D0016,面条,2,26.32,52.64,13.5
OI001281_983,O001281,D0016,面条,1,26.32,26.32,6.75
OI001281_984,O001281,D0013,凉拌木耳,2,66.33,132.66,37.5
OI001281_985,O001281,D0001,宫保鸡丁,2,72.75,145.5,36.56
OI001282_986,O001282,D0039,红豆沙,2,9.56,19.12,8.34
OI001282_987,O001282,D0010,口水鸡,1,21.01,21.01,6.75
OI001282_988,O001282,D0029,雪碧,1,62.42,62.42,17.04
OI001282_989,O001282,D0033,柠檬水,3,29.07,87.21,30.54
OI001282_990,O001282,D0019,饺子,3,47.94,143.82,61.41
OI001283_991,O001283,D0025,排骨汤,1,76.89,76.89,21.57
OI001283_992,O001283,D0038,双皮奶,3,81.48,244.44,90.39
OI001284_993,O001284,D0035,蛋糕,1,31.88,31.88,12.04
OI001284_994,O001284,D0024,酸辣汤,1,48.76,48.76,13.08
OI001284_995,O001284,D0007,回锅肉,2,23.38,46.76,12.34
OI001285_996,O001285,D0033,柠檬水,3,29.07,87.21,30.54
OI001285_997,O001285,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001285_998,O001285,D0028,可乐,2,50.33,100.66,44.72
OI001285_999,O001285,D0032,咖啡,2,8.26,16.52,6.52
OI001285_1000,O001285,D0018,包子,3,78.11,234.33,73.32
OI001285_1001,O001285,D0038,双皮奶,3,81.48,244.44,90.39
OI001286_1002,O001286,D0016,面条,3,26.32,78.96,20.25
OI001286_1003,O001286,D0028,可乐,1,50.33,50.33,22.36
OI001286_1004,O001286,D0007,回锅肉,2,23.38,46.76,12.34
OI001286_1005,O001286,D0030,橙汁,1,68.07,68.07,27.48
OI001286_1006,O001286,D0037,西米露,2,51.15,102.3,41.5
OI001286_1007,O001286,D0025,排骨汤,3,76.89,230.67,64.71
OI001287_1008,O001287,D0026,鸡汤,2,71.37,142.74,47.74
OI001287_1009,O001287,D0027,豆腐汤,1,38.78,38.78,14.32
OI001288_1010,O001288,D0015,米饭,1,52.56,52.56,20.34
OI001288_1011,O001288,D0032,咖啡,2,8.26,16.52,6.52
OI001288_1012,O001288,D0012,拍黄瓜,2,13.71,27.42,10.34
OI001288_1013,O001288,D0011,夫妻肺片,3,29.36,88.08,38.52
OI001289_1014,O001289,D0002,鱼香肉丝,1,41.81,41.81,12.78
OI001289_1015,O001289,D0028,可乐,2,50.33,100.66,44.72
OI001289_1016,O001289,D0036,布丁,2,23.91,47.82,15.54
OI001290_1017,O001290,D0027,豆腐汤,2,38.78,77.56,28.64
OI001290_1018,O001290,D0014,蒜泥白肉,2,29.6,59.2,25.76
OI001290_1019,O001290,D0025,排骨汤,1,76.89,76.89,21.57
OI001290_1020,O001290,D0024,酸辣汤,3,48.76,146.28,39.24
OI001291_1021,O001291,D0035,蛋糕,2,31.88,63.76,24.08
OI001291_1022,O001291,D0019,饺子,1,47.94,47.94,20.47
OI001291_1023,O001291,D0039,红豆沙,3,9.56,28.68,12.51
OI001291_1024,O001291,D0027,豆腐汤,2,38.78,77.56,28.64
OI001291_1025,O001291,D0012,拍黄瓜,1,13.71,13.71,5.17
OI001292_1026,O001292,D0020,馒头,1,44.71,44.71,13.55
OI001292_1027,O001292,D0011,夫妻肺片,1,29.36,29.36,12.84
OI001293_1028,O001293,D0026,鸡汤,2,71.37,142.74,47.74
OI001293_1029,O001293,D0035,蛋糕,3,31.88,95.64,36.12
OI001293_1030,O001293,D0039,红豆沙,3,9.56,28.68,12.51
OI001294_1031,O001294,D0003,麻婆豆腐,1,16.18,16.18,5.27
OI001294_1032,O001294,D0025,排骨汤,3,76.89,230.67,64.71
OI001294_1033,O001294,D0012,拍黄瓜,3,13.71,41.13,15.51
OI001294_1034,O001294,D0039,红豆沙,2,9.56,19.12,8.34
OI001295_1035,O001295,D0035,蛋糕,3,31.88,95.64,36.12
OI001296_1036,O001296,D0035,蛋糕,2,31.88,63.76,24.08
OI001297_1037,O001297,D0036,布丁,1,23.91,23.91,7.77
OI001297_1038,O001297,D0024,酸辣汤,2,48.76,97.52,26.16
OI001297_1039,O001297,D0003,麻婆豆腐,1,16.18,16.18,5.27
OI001297_1040,O001297,D0029,雪碧,1,62.42,62.42,17.04
OI001297_1041,O001297,D0017,炒饭,2,40.09,80.18,21.1
OI001297_1042,O001297,D0035,蛋糕,2,31.88,63.76,24.08
OI001298_1043,O001298,D0013,凉拌木耳,3,66.33,198.99,56.25
OI001298_1044,O001298,D0017,炒饭,1,40.09,40.09,10.55
OI001299_1045,O001299,D0011,夫妻肺片,3,29.36,88.08,38.52
OI001299_1046,O001299,D0028,可乐,3,50.33,150.99,67.08
OI001299_1047,O001299,D0007,回锅肉,3,23.38,70.14,18.51
OI001300_1048,O001300,D0026,鸡汤,2,71.37,142.74,47.74
OI001300_1049,O001300,D0027,豆腐汤,1,38.78,38.78,14.32
OI001300_1050,O001300,D0030,橙汁,1,68.07,68.07,27.48
OI001300_1051,O001300,D0029,雪碧,1,62.42,62.42,17.04
OI001301_1052,O001301,D0024,酸辣汤,3,48.76,146.28,39.24
OI001301_1053,O001301,D0029,雪碧,3,62.42,187.26,51.12
OI001301_1054,O001301,D0031,奶茶,3,16.92,50.76,17.1
OI001301_1055,O001301,D0013,凉拌木耳,1,66.33,66.33,18.75
OI001301_1056,O001301,D0036,布丁,2,23.91,47.82,15.54
OI001302_1057,O001302,D0035,蛋糕,3,31.88,95.64,36.12
OI001302_1058,O001302,D0033,柠檬水,3,29.07,87.21,30.54
OI001302_1059,O001302,D0039,红豆沙,2,9.56,19.12,8.34
OI001302_1060,O001302,D0006,水煮鱼,1,31.45,31.45,11.82
OI001303_1061,O001303,D0002,鱼香肉丝,1,41.81,41.81,12.78
OI001303_1062,O001303,D0013,凉拌木耳,1,66.33,66.33,18.75
OI001304_1063,O001304,D0005,糖醋排骨,3,17.99,53.97,23.46
OI001305_1064,O001305,D0031,奶茶,1,16.92,16.92,5.7
OI001306_1065,O001306,D0038,双皮奶,2,81.48,162.96,60.26
OI001306_1066,O001306,D0006,水煮鱼,3,31.45,94.35,35.46
OI001306_1067,O001306,D0032,咖啡,2,8.26,16.52,6.52
OI001306_1068,O001306,D0028,可乐,2,50.33,100.66,44.72
OI001306_1069,O001306,D0003,麻婆豆腐,1,16.18,16.18,5.27
OI001306_1070,O001306,D0022,番茄蛋汤,3,54.77,164.31,70.59
OI001307_1071,O001307,D0021,葱油饼,1,67.6,67.6,24.19
OI001307_1072,O001307,D0009,凉拌黄瓜,3,30.24,90.72,34.2
OI001307_1073,O001307,D0036,布丁,1,23.91,23.91,7.77
OI001308_1074,O001308,D0002,鱼香肉丝,1,41.81,41.81,12.78
OI001309_1075,O001309,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001310_1076,O001310,D0007,回锅肉,2,23.38,46.76,12.34
OI001310_1077,O001310,D0004,红烧肉,1,56.3,56.3,23.16
OI001310_1078,O001310,D0022,番茄蛋汤,2,54.77,109.54,47.06
OI001311_1079,O001311,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001311_1080,O001311,D0017,炒饭,1,40.09,40.09,10.55
OI001311_1081,O001311,D0009,凉拌黄瓜,1,30.24,30.24,11.4
OI001312_1082,O001312,D0037,西米露,3,51.15,153.45,62.25
OI001312_1083,O001312,D0009,凉拌黄瓜,3,30.24,90.72,34.2
OI001312_1084,O001312,D0013,凉拌木耳,1,66.33,66.33,18.75
OI001312_1085,O001312,D0018,包子,1,78.11,78.11,24.44
OI001312_1086,O001312,D0022,番茄蛋汤,1,54.77,54.77,23.53
OI001313_1087,O001313,D0016,面条,1,26.32,26.32,6.75
OI001313_1088,O001313,D0019,饺子,2,47.94,95.88,40.94
OI001313_1089,O001313,D0020,馒头,1,44.71,44.71,13.55
OI001314_1090,O001314,D0010,口水鸡,3,21.01,63.03,20.25
OI001314_1091,O001314,D0028,可乐,2,50.33,100.66,44.72
OI001314_1092,O001314,D0039,红豆沙,3,9.56,28.68,12.51
OI001314_1093,O001314,D0018,包子,2,78.11,156.22,48.88
OI001314_1094,O001314,D0011,夫妻肺片,2,29.36,58.72,25.68
OI001315_1095,O001315,D0035,蛋糕,2,31.88,63.76,24.08
OI001315_1096,O001315,D0029,雪碧,2,62.42,124.84,34.08
OI001315_1097,O001315,D0022,番茄蛋汤,1,54.77,54.77,23.53
OI001316_1098,O001316,D0026,鸡汤,3,71.37,214.11,71.61
OI001316_1099,O001316,D0022,番茄蛋汤,3,54.77,164.31,70.59
OI001316_1100,O001316,D0001,宫保鸡丁,2,72.75,145.5,36.56
OI001316_1101,O001316,D0038,双皮奶,1,81.48,81.48,30.13
OI001317_1102,O001317,D0027,豆腐汤,3,38.78,116.34,42.96
OI001317_1103,O001317,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001317_1104,O001317,D0026,鸡汤,2,71.37,142.74,47.74
OI001318_1105,O001318,D0003,麻婆豆腐,2,16.18,32.36,10.54
OI001319_1106,O001319,D0017,炒饭,3,40.09,120.27,31.65
OI001319_1107,O001319,D0031,奶茶,1,16.92,16.92,5.7
OI001319_1108,O001319,D0025,排骨汤,2,76.89,153.78,43.14
OI001320_1109,O001320,D0028,可乐,3,50.33,150.99,67.08
OI001320_1110,O001320,D0003,麻婆豆腐,3,16.18,48.54,15.81
OI001320_1111,O001320,D0020,馒头,3,44.71,134.13,40.65
OI001320_1112,O001320,D0018,包子,3,78.11,234.33,73.32
OI001320_1113,O001320,D0021,葱油饼,2,67.6,135.2,48.38
OI001320_1114,O001320,D0005,糖醋排骨,2,17.99,35.98,15.64
OI001321_1115,O001321,D0013,凉拌木耳,3,66.33,198.99,56.25
OI001321_1116,O001321,D0035,蛋糕,2,31.88,63.76,24.08
OI001321_1117,O001321,D0012,拍黄瓜,2,13.71,27.42,10.34
OI001321_1118,O001321,D0008,小炒黄牛肉,2,86.82,173.64,73.12
OI001321_1119,O001321,D0036,布丁,1,23.91,23.91,7.77
OI001322_1120,O001322,D0010,口水鸡,2,21.01,42.02,13.5
OI001322_1121,O001322,D0004,红烧肉,2,56.3,112.6,46.32
OI001322_1122,O001322,D0007,回锅肉,1,23.38,23.38,6.17
OI001322_1123,O001322,D0006,水煮鱼,2,31.45,62.9,23.64
OI001322_1124,O001322,D0031,奶茶,2,16.92,33.84,11.4
OI001322_1125,O001322,D0030,橙汁,2,68.07,136.14,54.96
OI001323_1126,O001323,D0029,雪碧,1,62.42,62.42,17.04
OI001323_1127,O001323,D0038,双皮奶,2,81.48,162.96,60.26
OI001323_1128,O001323,D0024,酸辣汤,1,48.76,48.76,13.08
OI001323_1129,O001323,D0012,拍黄瓜,2,13.71,27.42,10.34
OI001323_1130,O001323,D0023,紫菜蛋花汤,1,36.96,36.96,16.61
OI001323_1131,O001323,D0034,冰淇淋,1,48.61,48.61,13.19
OI001324_1132,O001324,D0001,宫保鸡丁,3,72.75,218.25,54.84
OI001325_1133,O001325,D0012,拍黄瓜,1,13.71,13.71,5.17
OI001325_1134,O001325,D0004,红烧肉,3,56.3,168.9,69.48
OI001325_1135,O001325,D0015,米饭,3,52.56,157.68,61.02
OI001325_1136,O001325,D0030,橙汁,1,68.07,68.07,27.48
OI001326_1137,O001326,D0018,包子,1,78.11,78.11,24.44
OI001326_1138,O001326,D0008,小炒黄牛肉,3,86.82,260.46,109.68
OI001326_1139,O001326,D0012,拍黄瓜,1,13.71,13.71,5.17
OI001326_1140,O001326,D0029,雪碧,2,62.42,124.84,34.08
OI001326_1141,O001326,D0019,饺子,2,47.94,95.88,40.94
OI001326_1142,O001326,D0014,蒜泥白肉,1,29.6,29.6,12.88
OI001327_1143,O001327,D0007,回锅肉,2,23.38,46.76,12.34
OI001327_1144,O001327,D0017,炒饭,2,40.09,80.18,21.1
OI001327_1145,O001327,D0006,水煮鱼,1,31.45,31.45,11.82
OI001327_1146,O001327,D0035,蛋糕,3,31.88,95.64,36.12
OI001327_1147,O001327,D0036,布丁,3,23.91,71.73,23.31
OI001328_1148,O001328,D0039,红豆沙,2,9.56,19.12,8.34
OI001328_1149,O001328,D0006,水煮鱼,3,31.45,94.35,35.46
OI001328_1150,O001328,D0015,米饭,3,52.56,157.68,61.02
OI001329_1151,O001329,D0036,布丁,1,23.91,23.91,7.77
OI001329_1152,O001329,D0001,宫保鸡丁,3,72.75,218.25,54.84
OI001330_1153,O001330,D0027,豆腐汤,2,38.78,77.56,28.64
OI001330_1154,O001330,D0015,米饭,3,52.56,157.68,61.02
OI001330_1155,O001330,D0012,拍黄瓜,3,13.71,41.13,15.51
OI001330_1156,O001330,D0010,口水鸡,3,21.01,63.03,20.25
OI001331_1157,O001331,D0009,凉拌黄瓜,2,30.24,60.48,22.8
OI001331_1158,O001331,D0003,麻婆豆腐,2,16.18,32.36,10.54
OI001331_1159,O001331,D0019,饺子,2,47.94,95.88,40.94
OI001331_1160,O001331,D0007,回锅肉,2,23.38,46.76,12.34
OI001331_1161,O001331,D0028,可乐,1,50.33,50.33,22.36
OI001331_1162,O001331,D0021,葱油饼,3,67.6,202.8,72.57
OI001332_1163,O001332,D0011,夫妻肺片,1,29.36,29.36,12.84
OI001332_1164,O001332,D0023,紫菜蛋花汤,1,36.96,36.96,16.61
OI001332_1165,O001332,D0036,布丁,1,23.91,23.91,7.77
OI001332_1166,O001332,D0009,凉拌黄瓜,1,30.24,30.24,11.4
OI001333_1167,O001333,D0021,葱油饼,1,67.6,67.6,24.19
OI001334_1168,O001334,D0006,水煮鱼,3,31.45,94.35,35.46
OI001335_1169,O001335,D0026,鸡汤,2,71.37,142.74,47.74
OI001335_1170,O001335,D0031,奶茶,3,16.92,50.76,17.1
OI001335_1171,O001335,D0036,布丁,3,23.91,71.73,23.31
OI001335_1172,O001335,D0030,橙汁,1,68.07,68.07,27.48
OI001336_1173,O001336,D0033,柠檬水,3,29.07,87.21,30.54
OI001336_1174,O001336,D0001,宫保鸡丁,3,72.75,218.25,54.84
OI001336_1175,O001336,D0016,面条,2,26.32,52.64,13.5
OI001336_1176,O001336,D0035,蛋糕,2,31.88,63.76,24.08
OI001336_1177,O001336,D0007,回锅肉,1,23.38,23.38,6.17
OI001336_1178,O001336,D0006,水煮鱼,1,31.45,31.45,11.82
OI001337_1179,O001337,D0026,鸡汤,1,71.37,71.37,23.87
OI001337_1180,O001337,D0028,可乐,1,50.33,50.33,22.36
OI001337_1181,O001337,D0011,夫妻肺片,1,29.36,29.36,12.84
OI001337_1182,O001337,D0018,包子,1,78.11,78.11,24.44
OI001338_1183,O001338,D0002,鱼香肉丝,2,41.81,83.62,25.56
OI001339_1184,O001339,D0034,冰淇淋,2,48.61,97.22,26.38
OI001339_1185,O001339,D0020,馒头,3,44.71,134.13,40.65
OI001339_1186,O001339,D0028,可乐,2,50.33,100.66,44.72
OI001340_1187,O001340,D0005,糖醋排骨,3,17.99,53.97,23.46
OI001340_1188,O001340,D0015,米饭,2,52.56,105.12,40.68
OI001340_1189,O001340,D0018,包子,3,78.11,234.33,73.32
OI001340_1190,O001340,D0003,麻婆豆腐,1,16.18,16.18,5.27
OI001340_1191,O001340,D0034,冰淇淋,3,48.61,145.83,39.57
OI001340_1192,O001340,D0023,紫菜蛋花汤,1,36.96,36.96,16.61
OI001341_1193,O001341,D0023,紫菜蛋花汤,2,36.96,73.92,33.22
OI001341_1194,O001341,D0005,糖醋排骨,1,17.99,17.99,7.82
OI001342_1195,O001342,D0024,酸辣汤,2,48.76,97.52,26.16
OI001342_1196,O001342,D0016,面条,3,26.32,78.96,20.25
OI001342_1197,O001342,D0035,蛋糕,2,31.88,63.76,24.08
OI001342_1198,O001342,D0013,凉拌木耳,2,66.33,132.66,37.5
